Job arriving time,# of container,Job elapsed time,Job type
254393,5,33,0
254477,3,30,1
255245,8,,2
255245,9,1558,1
255525,7,32,1
255573,6,1059,1
255593,5,728,1
255881,3,347,1
256121,5,332,1
256121,8,313,1
256377,8,61,1
256385,2,44,1
256385,6,373,0
256505,10,283,1
256505,9,40,1
256505,2,1479,0
256505,5,38,0
256577,9,1476,0
256593,2,594,0
256773,5,108,1
256773,7,43,1
256773,9,42,1
257013,5,659,1
257041,1,43,1
257321,10,231,1
257361,10,216,1
257933,13,102,0
257973,10,30,1
258309,7,52,1
258321,1,32,1
259041,9,,2
260065,8,32,0
260225,10,125,1
260225,9,118,1
260225,1,45,0
260745,10,,2
260829,7,38,1
261021,6,33,1
261821,8,,2
262541,10,32,1
263789,6,453,0
264189,10,62,1
264209,5,,2
264229,5,,2
264229,1,63,1
264301,1,91,1
264517,9,446,1
264517,10,399,1
264517,8,212,1
264517,1,122,1
264517,4,1045,0
264517,7,41,0
264589,9,340,1
265261,14,169,1
265297,9,,2
265393,8,,2
265505,4,43,0
265533,7,,2
265533,1,945,1
265533,10,83,1
265565,4,80,0
265925,9,,2
266045,3,47,0
266157,7,374,1
266221,8,373,0
266221,1,368,0
266269,4,37,0
266281,1,34,0
266421,7,958,1
266573,2,32,1
267885,8,28,0
267945,1,,2
267945,3,120,1
267945,3,47,1
268281,4,34,0
268841,5,28,1
268985,3,1091,1
269129,6,,2
269409,10,320,0
269409,8,52,0
269749,5,,2
269945,7,,2
270245,5,37,0
270525,10,,2
270549,2,544,0
270645,2,817,1
270645,8,239,1
270693,6,,2
271077,8,,2
271517,10,483,1
271581,8,430,1
271581,12,128,0
271661,4,35,0
271821,8,,2
272341,10,290,1
272349,1,26,0
272389,10,,2
272413,6,,2
273777,31,415,1
273777,10,33,1
273921,3,2538,1
273921,3,38,1
273937,4,,2
274449,8,307,1
274609,10,,2
275077,9,33,1
275221,9,33,1
275269,1,1873,0
275557,6,136,0
275845,3,92,0
275861,4,91,1
276293,9,54,0
276301,2,,2
276301,7,,2
276301,10,157,1
276301,8,141,1
276301,2,84,1
276301,3,59,1
276301,6,54,1
276301,10,98,0
276301,8,53,0
276321,5,62,1
276373,1,,2
276373,1,38,1
277101,7,,2
277101,9,35,1
277101,9,261,0
277517,8,,2
277733,6,1135,1
277741,2,799,1
277769,7,747,1
277809,10,27,1
277809,3,1737,0
277809,3,241,0
277889,20,,2
278129,5,173,1
278221,1,34,0
278253,4,33,1
278253,9,34,0
278297,1,,2
278297,4,64,1
278329,1,,2
278393,4,149,1
278413,5,145,1
278533,10,,2
278853,10,252,1
279429,6,288,1
279429,10,255,1
279429,2,212,0
279465,9,287,1
279465,7,204,1
279501,3,42,1
279573,9,725,1
279573,4,45,1
279605,2,42,1
279629,3,,2
279629,7,217,1
279629,2,50,1
279629,8,2248,0
279629,12,98,0
279797,3,,2
279797,2,,2
279797,4,211,1
279797,8,50,1
279797,10,303,0
279853,7,196,0
279853,13,127,0
280393,9,59,0
280545,2,395,1
281041,4,48,0
281161,6,45,1
281193,4,45,0
281313,10,41,0
281385,6,41,1
281493,9,,2
281541,4,,2
281589,3,45,1
281789,10,51,0
281789,8,41,0
281801,3,301,0
281813,3,48,1
281893,10,552,1
281949,7,,2
281965,4,367,1
282573,8,,2
282573,7,1863,1
283217,7,,2
283241,6,,2
283241,2,,2
283289,6,288,1
283289,4,34,1
283289,10,315,0
283321,4,,2
283321,7,,2
283321,7,,2
283321,31,296,1
283321,31,272,1
283369,4,,2
283369,8,,2
283369,1,,2
283369,2,27,1
283393,2,29,1
283453,5,254,0
283509,2,,2
283525,2,389,1
283813,36,318,1
283845,4,93,1
283845,4,146,0
283917,3,3555,1
283953,9,2830,0
283973,5,2512,1
284073,5,,2
284073,7,1785,1
284073,5,149,1
284073,5,78,1
284073,4,63,1
284145,9,,2
284453,7,97,0
284765,6,,2
284765,7,82,1
284765,10,137,0
285041,3,151,1
285065,6,151,0
285097,8,,2
285097,4,,2
285097,6,148,1
285113,4,,2
285113,10,88,1
285125,3,40,1
285157,2,39,1
285337,5,,2
285337,7,,2
285393,7,37,0
285473,10,29,1
285505,4,37,1
285537,8,28,0
285569,8,33,1
285577,1,36,1
285589,3,,2
285597,2,104,1
285669,9,103,1
285673,1,34,1
285681,2,,2
285777,4,45,1
285857,10,,2
285893,9,28,1
285929,9,39,0
285977,3,40,1
286001,3,,2
286109,9,36,1
286133,6,295,1
286153,5,25,1
286237,7,35,1
286237,1,33,0
286477,10,,2
286585,9,264,1
286585,42,241,0
286641,7,,2
286749,9,55,1
286909,5,,2
286941,8,45,1
286961,5,,2
286961,4,,2
286961,3,46,1
287285,9,182,1
287285,2,154,1
287313,7,,2
287313,3,153,1
287313,6,153,1
287385,6,,2
287385,5,,2
287497,4,,2
287945,7,42,1
287985,10,35,1
287985,4,196,0
288369,8,,2
288369,6,175,0
288409,5,,2
288865,6,47,0
288945,5,,2
288945,1,37,0
289137,4,583,1
289137,1,132,1
289137,10,327,0
289137,8,51,0
289449,6,,2
289617,7,243,1
289989,3,,2
289989,9,,2
290069,10,,2
290069,10,244,0
290853,7,48,1
291441,7,237,1
291521,10,,2
291617,8,131,1
291625,2,122,1
291633,1,126,1
291985,8,,2
292529,8,53,1
293081,6,28,1
293261,3,,2
293261,7,2751,1
293261,3,140,1
293261,3,45,1
293261,9,131,0
293301,5,35,1
293349,6,221,0
293357,1,36,0
294485,47,1306,1
294485,2,176,0
294765,5,,2
294837,18,192,1
295077,10,,2
295173,4,86,1
295229,7,81,1
295237,2,,2
295253,4,31,1
295541,9,61,0
295581,5,54,1
295581,6,58,0
296001,7,141,0
296241,10,,2
296273,8,94,1
296305,4,93,0
297185,10,40,1
297185,5,39,0
297305,2,,2
297593,9,135,1
297641,1,,2
297665,2,,2
298001,7,141,1
298001,7,114,1
298001,8,139,0
299369,9,,2
299369,5,1639,0
299425,7,88,1
299425,3,87,1
299425,7,1394,0
299461,3,73,1
299465,1,96,1
299465,8,70,1
299501,9,71,1
299669,7,124,1
299669,3,74,1
299669,9,324,0
299685,4,,2
299993,7,,2
300441,8,,2
300561,2,27,1
300577,2,33,0
300617,10,,2
300697,10,33,0
300721,6,33,1
300761,5,59,1
300761,10,24,1
300793,8,34,1
300801,2,,2
300801,4,57,1
300885,7,40,1
300889,1,34,0
300969,5,,2
301033,8,25,1
301045,3,,2
301045,9,,2
301045,7,55,1
301085,5,,2
301085,8,206,0
301133,3,25,0
301149,2,37,1
301221,9,25,1
301269,3,37,0
301317,3,36,1
301445,8,,2
301445,6,,2
301525,10,43,0
302005,8,,2
302005,2,179,1
302485,10,34,1
302501,4,2080,0
302501,6,561,0
302669,7,658,1
302949,10,,2
302949,8,41,1
302949,5,36,1
302997,3,52,1
303157,5,41,1
303209,1,,2
303209,1,1347,1
303209,1,955,1
303209,7,1491,0
303209,2,133,0
303233,6,953,1
303673,10,,2
303673,5,1447,0
303673,8,1426,0
303673,9,1318,0
303841,6,30,1
303889,2,91,1
303929,10,90,1
303929,3,90,0
303937,2,36,1
304025,1,,2
304053,7,802,1
305373,30,,2
305373,5,966,1
305373,5,270,1
305453,10,,2
305453,30,,2
305481,7,41,1
306069,7,,2
306069,3,,2
306453,8,210,1
306453,13,121,0
306789,6,397,0
306805,4,391,1
306809,1,41,0
306989,5,42,1
307021,8,277,1
307033,3,40,1
307053,5,272,0
307093,1,313,1
307117,3,296,0
307425,7,,2
307905,10,313,1
307905,8,256,1
307953,6,,2
307953,3,255,1
308061,9,42,1
308381,10,224,1
308717,7,,2
308717,3,145,1
309237,5,,2
310717,10,,2
310745,7,,2
310829,7,35,1
310877,2,35,1
310961,7,48,1
311393,6,43,0
311525,1,60,1
311533,2,,2
311533,4,74,1
311533,2,34,1
311561,7,71,1
311961,5,160,1
311961,5,142,0
312057,2,1469,1
312057,10,591,1
312369,6,102,0
312377,2,98,1
312773,9,85,1
312777,1,36,1
313577,8,527,1
313577,5,80,1
313657,10,,2
313657,2,,2
313657,4,527,0
314057,10,240,0
314225,21,237,0
314273,3,28,1
314305,2,40,0
314485,3,1137,1
314641,39,291,1
314693,1,,2
315393,7,44,1
315433,5,26,1
315953,10,,2
315965,1,306,1
316141,4,32,1
316357,6,269,0
316477,10,112,0
318317,10,,2
318425,9,,2
318437,1,373,1
318437,6,58,1
318521,3,760,1
318521,10,189,1
318521,9,49,1
318521,8,51,0
318601,10,,2
318881,7,,2
318881,3,113,0
319025,9,38,0
319093,1,38,1
319269,4,114,1
319297,7,38,1
319369,6,,2
319369,3,1731,1
319521,1,26,1
319989,9,542,1
320457,9,,2
320457,10,,2
320457,7,86,1
321257,8,1623,1
321569,3,33,1
321697,4,,2
321721,3,39,1
321729,2,35,1
321745,2,40,1
321761,4,40,1
321817,7,,2
321957,7,28,0
322057,5,26,1
322085,7,175,1
322085,2,35,0
322661,36,169,1
322745,3,36,1
322761,4,35,1
322841,10,,2
322841,3,32,0
322849,1,34,1
322849,1,34,1
322873,3,26,1
322873,1,31,0
322909,9,37,0
322957,6,266,0
323101,6,31,1
324061,10,45,1
324141,10,,2
324165,6,85,0
324273,9,,2
324273,1,,2
324273,8,52,1
324353,10,,2
324421,1,27,1
324445,2,,2
324505,5,1007,1
324697,8,41,0
324841,9,,2
325761,10,,2
325761,10,559,1
325821,3,2956,1
325821,8,118,1
325981,5,41,0
326121,7,86,1
326121,10,53,0
326505,8,,2
326537,4,40,0
326977,5,,2
327017,1,54,0
327065,3,761,1
327065,5,192,1
327113,1,862,0
327305,4,175,1
327305,10,33,1
327605,5,28,1
328065,5,54,1
328065,5,114,0
328153,11,104,1
328297,3,94,1
328729,9,,2
328777,6,116,0
329089,6,2771,1
329521,9,,2
329521,6,,2
329521,7,404,1
329521,6,399,0
329521,3,127,0
329801,7,29,0
331277,9,,2
331277,4,773,1
331277,1,391,1
331301,3,771,1
331301,7,326,0
331333,1,,2
331509,22,163,1
331873,7,38,1
331873,6,299,0
331953,10,281,0
332601,6,,2
332657,2,39,0
332677,5,,2
332677,2,41,1
332869,4,,2
332869,7,34,1
332921,1,32,1
333021,5,43,1
333045,3,29,1
333105,1,30,0
333217,2,94,0
333297,10,377,0
333337,10,,2
333337,7,,2
333337,22,134,1
333609,2,72,1
333633,6,,2
333633,1,,2
333633,5,68,1
333637,1,34,1
334157,10,96,1
334261,1,40,1
334781,10,,2
334885,2,2489,1
334957,1,42,1
335701,6,228,1
335781,20,,2
335941,8,295,0
336005,8,,2
336037,2,140,0
336093,7,138,0
337173,10,,2
337789,7,41,1
337829,10,209,0
337861,8,35,0
338901,10,43,1
340141,10,33,0
340165,2,2285,1
340177,3,51,1
340257,10,1129,1
340257,7,2281,0
341505,8,37,1
341777,4,,2
341777,7,32,1
342209,3,,2
342305,8,48,1
342773,3,124,1
342773,1,48,1
342905,1,41,1
342969,4,,2
342977,2,,2
343217,6,265,1
344297,5,,2
344329,8,51,1
344329,9,29,1
344337,1,377,0
344561,7,,2
344561,5,,2
344561,8,,2
344561,7,71,1
344561,10,48,1
344561,3,58,0
344869,7,44,1
344897,7,207,0
345009,7,,2
345489,30,161,1
345537,3,,2
345657,2,,2
345685,1,37,1
345965,10,107,1
345989,6,439,0
346025,9,68,1
346049,6,,2
346145,4,57,1
346445,3,34,1
346841,9,,2
346885,11,130,1
347145,5,,2
347665,10,,2
347865,2,241,1
347985,5,35,1
348081,4,37,1
348513,6,28,0
349153,5,,2
349233,10,,2
349745,8,91,0
349969,8,136,1
349969,8,96,0
350005,9,105,1
350005,6,86,1
350225,5,,2
350641,8,,2
350641,7,735,1
350641,5,698,1
350641,7,487,1
350641,3,215,0
350881,10,236,1
350905,2,229,1
350985,10,,2
350985,2,27,1
351013,7,,2
351181,3,35,1
351201,5,39,1
351453,7,,2
351453,1,43,1
351789,6,,2
351789,5,662,1
351789,6,422,1
351909,6,415,1
351909,7,460,0
351921,1,,2
352513,37,429,1
352821,7,,2
352853,8,29,0
353681,9,585,1
353681,5,31,1
353709,7,585,0
353709,2,218,0
353789,10,,2
353789,10,,2
353789,20,,2
354021,2,40,1
354245,8,48,1
354273,7,200,1
354273,8,172,0
354365,23,197,1
355205,6,,2
355205,4,2387,0
355205,6,365,0
355589,8,138,1
356357,8,,2
356357,10,425,1
356357,3,308,1
356557,25,305,0
356557,4,79,0
356809,9,39,0
356869,5,,2
356909,10,44,1
356909,3,1965,0
356909,5,323,0
357229,40,,2
358237,9,25,0
358285,2,,2
359117,16,2246,1
359153,3,40,1
359213,5,305,1
359333,3,40,1
359621,8,,2
359621,5,234,0
359693,9,232,1
359693,2,217,0
360485,9,,2
360521,3,2329,1
360633,7,37,0
360649,4,,2
360649,10,57,1
360649,10,35,0
360789,7,,2
360789,31,460,1
360789,4,31,1
361321,7,,2
361417,8,,2
361561,4,2277,1
361569,2,2273,1
361649,4,,2
361669,5,,2
361885,6,31,1
362221,7,,2
362229,1,,2
362229,6,135,1
362229,4,98,1
363633,9,88,0
363941,7,,2
364053,4,,2
364057,1,,2
364057,2,,2
364057,2,3203,1
364057,7,214,0
364077,1,76,1
364077,6,48,1
364077,2,31,0
364197,1,35,1
365241,9,3248,1
365241,8,135,1
365241,8,50,1
365501,5,3575,1
365501,9,343,1
365501,1,290,1
366401,9,30,0
366737,7,3152,1
366745,1,115,1
366757,1,,2
366757,10,110,1
366901,12,96,1
367001,5,49,1
367801,8,94,1
368065,3,32,0
368093,7,,2
368093,3,40,1
368105,3,,2
368105,5,,2
368105,5,433,1
368105,8,117,0
368365,5,,2
368365,10,207,1
368365,9,79,1
368477,4,,2
368717,10,55,1
368717,5,39,1
368717,5,88,0
368733,1,47,1
368877,6,35,1
368893,2,,2
369053,5,94,1
369133,5,27,1
369741,8,40,1
369885,6,3228,1
369885,10,227,1
370053,3,,2
370053,4,321,0
370053,7,34,0
370373,40,,2
370549,2,275,0
370709,8,367,0
370773,8,401,1
370773,2,368,1
371393,5,30,0
371673,10,,2
371681,2,,2
371689,2,316,1
371689,2,303,1
372097,34,284,1
372097,8,291,0
372257,40,,2
372353,3,,2
372369,2,296,1
372689,40,,2
372689,2,3113,1
372765,19,3086,1
372853,2,462,1
372853,10,184,1
372933,10,160,0
373045,4,,2
373205,10,,2
373205,2,78,1
373241,9,,2
373637,9,106,1
373637,6,136,0
373637,2,45,0
374537,9,115,1
374541,1,29,1
375301,10,37,1
375301,1,48,0
375501,10,2056,1
375501,10,788,1
375501,5,27,1
376101,5,33,1
376677,8,,2
376677,10,1991,1
376677,4,73,1
376717,10,,2
376717,7,61,1
376729,1,42,1
376921,6,,2
376921,9,36,1
376921,3,34,1
376961,2,54,1
377005,1,34,1
377021,2,398,1
377053,1,360,1
377053,4,51,1
377053,5,680,0
377053,8,56,0
377077,3,675,1
377269,4,219,1
377269,5,251,0
377649,5,,2
377889,6,29,1
378081,6,134,1
378105,6,38,0
378129,3,41,1
378401,2,47,1
378689,6,71,0
378737,6,70,1
378913,4,,2
378913,6,129,1
378913,6,47,1
379381,9,612,1
379397,1,38,1
379721,9,,2
379721,5,209,1
379777,14,127,1
379777,4,78,1
379777,5,204,0
380605,9,28,1
381125,5,299,0
381177,1,1407,1
381177,10,60,0
381417,5,498,1
381417,6,38,1
381473,2,37,1
381921,7,,2
381953,4,200,1
382061,3,30,1
382073,1,296,1
382073,3,187,1
382217,4,220,1
382337,10,41,1
382337,8,33,1
382417,10,1321,0
382425,2,,2
382513,2,253,1
382577,8,238,1
382577,14,138,1
382637,5,34,1
382757,6,41,1
383357,6,,2
383437,10,,2
383437,7,300,1
383437,10,273,1
383437,4,265,0
383577,7,,2
383745,6,,2
384337,4,,2
384337,7,,2
384337,9,194,1
384737,50,190,1
384737,34,179,1
384757,5,39,0
384837,2,,2
384837,9,120,1
384837,3,90,1
384837,3,44,1
384837,2,127,0
384997,20,,2
385141,3,75,1
385141,20,74,0
385173,8,32,1
385425,7,31,1
386049,6,89,1
386049,8,40,1
386121,9,,2
386193,2,89,1
386197,1,,2
386197,6,206,1
386197,1,85,1
386197,2,64,1
386257,1,48,1
386353,6,,2
386753,5,83,1
386753,10,83,0
386813,5,83,1
386813,9,83,1
387053,6,,2
387341,6,296,1
387373,8,206,1
387373,3,53,1
387413,10,,2
387765,8,,2
387817,1,96,1
387817,6,92,1
387897,5,,2
388185,8,240,1
388249,8,216,1
388249,14,119,1
388449,10,,2
388481,4,42,0
388537,7,576,1
388545,1,,2
388545,10,,2
388553,2,39,0
388613,3,613,0
388781,6,,2
388781,5,41,1
388781,8,41,0
388781,1,41,0
389501,10,42,1
389781,10,,2
389781,6,,2
389781,5,115,1
389789,2,111,1
389789,7,102,0
389833,1,,2
389833,6,,2
389977,4,26,0
390025,2,39,1
390553,6,,2
390601,1,,2
390601,9,,2
390601,1,1022,1
390601,7,100,1
390601,4,56,1
390841,30,,2
390841,12,729,1
390841,31,692,1
390841,12,950,0
390985,9,26,1
391977,8,142,1
392337,10,,2
392417,5,32,1
392609,4,113,1
392609,10,31,1
393025,8,26,1
393537,8,29,1
393597,3,39,1
394157,4,30,0
394325,7,344,0
394517,4,194,1
394517,4,39,1
395349,8,,2
395349,4,292,1
395541,4,,2
395541,10,,2
395541,2,,2
395541,6,,2
395541,5,136,1
395541,5,133,1
395541,8,92,1
395541,10,258,0
395937,9,36,1
395965,7,94,1
396005,5,32,1
396137,3,,2
396529,7,40,1
396769,5,165,1
396769,1,29,1
396769,10,184,0
397149,5,,2
397149,6,63,1
397149,4,43,1
397169,5,,2
397185,4,57,1
397217,8,63,0
397945,7,182,0
397945,5,39,0
397965,5,170,0
398121,3,294,1
398121,9,269,1
398361,5,75,1
398361,8,83,0
398401,5,74,1
398721,8,369,1
398981,5,,2
398981,3,206,0
399081,1,304,1
399081,5,51,0
399161,10,,2
399161,13,148,1
399665,9,,2
399665,2,39,0
400065,10,,2
400305,20,,2
400337,8,961,0
401257,10,,2
401257,5,307,1
401641,8,123,1
401641,5,147,0
401785,4,550,0
401833,3,108,1
401833,1,62,0
401873,1,36,1
402001,4,34,1
402033,1,90,1
402173,7,34,1
402221,3,,2
402429,4,77,0
402989,10,62,0
403245,8,,2
403293,6,117,1
403353,5,,2
403353,4,104,1
403353,7,295,0
403357,1,,2
403357,1,,2
403357,5,94,1
403517,5,33,1
403677,10,38,1
403677,9,36,1
403689,3,368,1
403689,5,33,0
404085,9,,2
404341,8,,2
405653,8,,2
405653,6,312,1
405653,10,35,1
405653,9,96,0
405677,6,,2
405897,5,278,1
405897,5,250,1
405897,8,127,0
405945,6,39,1
406477,7,77,1
406525,2,596,1
406813,8,42,1
406813,7,30,1
407177,7,43,0
407785,4,,2
407785,1,,2
407785,4,67,1
407845,3,35,0
407997,2,,2
407997,8,120,1
408057,5,33,1
408129,2,103,0
408145,2,97,1
408665,10,,2
408809,3,,2
408845,9,85,1
408885,10,,2
408885,5,58,0
409245,9,126,1
409413,6,,2
409605,8,59,1
409613,2,58,1
409613,6,58,0
409917,4,35,0
410253,4,602,1
410253,6,37,0
410421,6,,2
410421,7,54,1
410421,1,43,1
410421,8,67,0
410565,4,35,1
410585,1,,2
410697,4,41,0
410837,7,198,1
410837,6,43,0
410901,4,,2
410985,1,,2
410985,6,100,0
411001,2,34,1
411133,1,,2
411157,1,37,0
411193,1,48,1
411673,10,90,1
411673,10,45,1
411757,7,85,1
411757,2,83,1
411785,1,37,1
411893,9,901,1
411941,1,,2
412589,6,,2
412645,1,,2
412765,3,69,1
412769,1,202,1
412809,10,,2
412989,9,,2
413589,5,364,1
413985,9,36,0
414001,2,,2
414337,7,192,1
414601,6,34,0
415245,7,55,0
415305,5,41,0
415333,7,305,1
415333,10,41,1
415333,6,350,0
415477,3,2197,1
415477,10,46,0
415477,2,41,0
415909,9,,2
416229,10,32,0
416369,7,98,1
416449,20,,2
416537,2,,2
416573,9,201,0
416789,9,,2
416817,1,,2
416877,5,259,0
416997,10,110,1
417037,2,2124,0
417101,8,1220,1
417149,6,37,1
417509,6,33,1
417629,6,,2
417789,8,59,1
417789,9,90,0
417793,1,65,1
417793,5,66,0
417833,10,60,1
418001,7,,2
418001,6,50,0
418241,3,33,0
419137,4,,2
419137,5,372,0
419329,3,,2
419361,4,40,0
420081,10,2323,1
420081,3,191,0
420201,6,385,1
420233,4,,2
421101,7,273,1
421101,8,124,1
423069,41,242,1
423469,5,34,1
423469,8,36,0
423493,6,267,0
423589,8,126,1
423601,3,41,1
423969,4,,2
423969,1,192,0
424113,4,30,1
424869,9,36,0
424969,5,,2
425041,9,78,1
425041,5,76,1
425041,1,265,0
425261,5,124,1
425381,10,,2
425541,5,,2
425909,4,1218,1
425957,6,127,1
426101,3,87,1
426101,2,55,1
426485,8,175,1
426869,8,,2
426901,2,34,0
427261,10,,2
427261,7,33,1
427549,6,319,1
427581,4,,2
427981,10,51,1
428169,1,,2
428181,3,142,0
428217,9,235,1
428253,1,32,1
429037,7,,2
429221,2,69,1
429253,4,67,1
429541,9,52,0
429589,6,40,1
429717,4,2124,1
429745,7,33,0
429953,4,,2
430273,10,,2
430385,7,44,1
430409,6,383,0
430553,9,45,1
430553,9,33,1
430565,3,35,0
430741,4,,2
430813,9,72,0
431173,9,66,1
431173,1,229,0
431345,43,225,0
431485,7,36,1
431701,9,,2
431701,2,,2
431701,7,167,0
431753,1,972,1
431753,8,132,1
431753,7,55,1
431753,7,45,0
431837,3,33,1
432029,8,192,0
432337,7,2008,1
432345,2,200,1
432345,7,58,1
432345,1,53,0
432681,42,190,0
432945,6,103,0
432985,5,101,1
432985,7,100,1
433185,5,206,1
433185,9,206,1
433185,1,169,1
433185,1,96,1
433313,8,182,1
433313,2,94,1
433553,6,221,1
433553,9,190,1
433593,5,239,1
433713,3,,2
433713,10,291,1
433713,5,415,0
434321,38,425,0
434321,12,319,0
434405,7,,2
434485,4,,2
434485,2,238,1
434485,6,199,0
434485,5,134,0
434581,6,235,1
434581,49,222,1
434581,3,218,1
434581,4,151,0
434677,3,,2
434677,4,422,1
434677,3,831,0
434845,14,452,1
434965,6,,2
434981,2,,2
435021,10,167,0
435061,10,,2
435061,20,,2
435061,8,671,1
435061,4,422,1
435093,8,161,0
435173,10,,2
435173,6,,2
435173,14,438,1
435241,17,122,1
435289,6,,2
435481,6,680,1
435721,5,175,1
435721,10,175,1
435829,9,187,1
435829,11,184,1
436069,6,766,1
436141,9,665,1
436153,3,,2
436153,9,,2
436153,8,110,1
436153,9,108,0
436273,10,36,1
436525,9,276,1
436525,9,245,1
436525,2,191,1
436525,9,251,0
436561,3,,2
436561,6,,2
436561,7,242,1
436741,5,39,1
436773,4,,2
436773,9,583,1
436773,9,456,1
436773,6,215,0
436809,3,141,1
437449,20,,2
437477,1,32,1
437557,5,172,1
437605,4,170,0
437765,20,,2
438053,9,,2
438245,4,517,1
438245,1,390,1
438245,6,110,1
438245,6,39,1
438249,1,389,1
438249,1,389,1
438249,35,406,0
438257,2,38,1
438353,1,,2
438369,2,37,1
438397,7,370,1
438433,3,44,1
438573,5,,2
438573,9,,2
438573,8,135,1
438605,4,103,1
439117,8,593,0
439357,10,102,1
439437,5,37,1
439581,4,,2
439581,43,115,1
439917,42,168,0
440181,6,,2
440205,6,27,1
440233,7,,2
440273,1,447,1
440273,6,54,1
440273,8,148,0
440333,5,31,1
440333,10,443,0
440333,3,52,0
440693,9,,2
440849,3,259,1
440849,4,121,1
440929,10,,2
440929,9,246,1
441169,6,,2
441169,8,,2
441169,6,362,1
441169,1,138,0
441217,6,362,0
441417,5,2507,1
441529,2,,2
441529,7,315,1
441529,4,297,1
441585,14,319,1
441937,8,378,1
441937,9,62,1
441937,8,51,1
442337,50,,2
442497,4,,2
442497,4,203,1
442497,7,157,1
442497,1,156,1
442497,5,73,0
442545,6,201,1
442545,5,151,1
442545,10,142,0
442545,5,70,0
442633,2,38,0
442861,3,,2
443101,10,783,1
443101,4,375,1
443101,3,234,1
443125,2,230,1
443125,2,387,0
443125,4,223,0
443953,9,306,1
443953,3,39,0
443977,2,329,1
444057,2,66,1
444057,9,2557,0
444065,2,61,1
444345,7,106,1
444345,3,26,1
444393,6,,2
444553,8,42,0
444573,5,,2
444673,5,,2
444673,31,482,1
444673,5,213,1
444673,2,48,1
444725,1,,2
445025,5,45,0
445761,8,,2
445857,8,149,1
445881,3,33,1
445953,3,,2
445953,7,156,1
445953,8,136,1
445953,2,162,0
445965,1,,2
445965,10,37,1
445965,9,95,0
446325,10,161,0
447213,6,158,1
447213,7,63,1
447229,4,,2
447229,8,357,1
447229,9,120,1
447229,9,56,1
447341,14,373,1
447737,9,,2
447737,3,,2
447737,9,444,1
447737,4,284,1
447737,2,71,0
447761,2,281,0
448013,7,,2
448013,5,,2
448153,7,29,0
448209,7,,2
449021,7,1180,1
449037,4,,2
449045,2,800,0
449253,4,167,1
449253,9,38,1
449333,10,134,0
450213,10,137,1
450453,20,,2
450705,9,,2
450745,5,,2
450797,1,89,1
451277,10,,2
451277,1,195,1
451397,15,185,0
451529,3,,2
451529,10,,2
451553,2,126,1
451833,7,,2
451833,1,258,1
451833,6,147,1
451993,20,,2
451993,8,,2
452233,10,30,1
452261,7,636,0
452357,6,194,1
452357,5,126,1
452357,9,79,1
452357,8,78,0
452357,9,49,0
452453,2,,2
452453,7,,2
452453,2,3346,1
452453,3,68,1
452473,1,31,0
452485,3,35,1
452541,7,35,1
452573,2,,2
452573,2,804,1
452693,10,822,1
453053,10,,2
453077,2,,2
453117,5,38,0
453877,10,46,1
453893,4,,2
453917,3,173,0
453945,7,90,1
454001,2,36,1
454241,20,,2
454241,16,3550,1
454241,17,3247,1
454433,4,,2
454433,15,3596,1
454433,7,136,1
454753,40,,2
455393,16,3514,1
455393,2,210,1
455393,8,161,1
455393,15,3434,0
455393,3,3235,0
455417,2,183,0
455425,2,,2
455665,6,,2
455665,8,3210,1
455673,2,369,0
455697,6,333,1
455697,13,271,1
455709,3,,2
456589,10,,2
456589,2,72,1
456589,9,386,0
456701,14,184,0
456741,5,,2
456749,2,312,1
456873,31,280,1
457113,10,,2
457113,2,,2
457113,8,,2
457113,6,287,0
457133,5,302,1
457173,10,,2
457173,6,,2
457173,4,138,1
457173,2,87,1
457469,37,265,1
457469,6,297,0
457529,15,297,1
457561,1,,2
457673,7,40,0
458057,12,548,1
458153,1,307,0
458225,9,284,1
458289,8,3522,1
458297,2,2803,1
458297,7,2486,0
458369,9,32,1
458845,7,150,0
458901,7,,2
458961,15,140,1
459041,2,,2
459377,7,,2
459377,4,,2
459377,8,169,1
459497,15,160,1
459857,9,,2
459877,5,,2
459877,5,122,0
460501,12,136,1
460741,5,203,1
460813,9,190,1
460973,5,26,1
460973,9,52,0
460977,1,76,1
461017,10,117,1
461017,2,57,1
461053,9,,2
461053,6,72,1
461053,5,47,1
461053,3,113,0
461133,4,359,1
461357,7,98,1
461357,7,59,1
461357,3,47,1
461357,4,278,0
461357,6,197,0
461677,40,,2
461677,4,299,1
461677,8,42,1
461985,7,304,1
461985,8,506,0
462513,11,288,1
462593,10,30,1
462953,10,265,1
462985,8,385,0
463453,9,251,1
463469,4,261,1
463777,7,560,1
464057,5,218,1
464081,3,217,1
464113,4,,2
464393,10,306,1
464421,7,418,1
464517,12,295,1
464517,6,351,0
464881,7,33,1
464929,6,,2
465069,5,,2
465117,12,354,1
465597,10,1026,1
465597,2,161,1
465597,5,48,1
465597,9,272,0
465717,10,1022,1
465717,2,286,1
465717,4,155,0
466213,2,33,1
466417,3,1608,1
466417,5,160,1
467749,9,111,0
468253,9,,2
468253,10,,2
468253,4,1532,1
468253,4,94,1
468269,4,,2
468277,2,1529,1
468277,10,424,0
468517,6,28,1
468517,4,283,0
468949,9,38,1
469045,2,216,1
469061,2,95,1
469069,2,94,1
469157,2,166,0
469221,8,162,1
469245,3,32,1
469265,5,158,1
