Job arriving time,# of container,Job elapsed time,Job type
469361,3,281,1
469361,3,153,1
469649,36,202,1
469649,4,134,1
469649,4,267,0
469889,6,,2
469973,7,285,1
469973,6,41,1
470085,4,35,1
470133,6,,2
470961,9,37,1
471161,2,249,0
471353,4,,2
471353,8,282,1
471353,2,234,1
471401,4,282,0
471401,14,235,0
471905,7,39,0
471953,4,97,1
471953,10,65,0
472001,4,92,1
472037,1,34,1
472077,10,,2
472125,12,247,1
472309,2,,2
472345,9,1143,0
472405,3,71,1
472409,1,92,1
472409,7,73,1
472409,7,70,1
472569,10,,2
472609,10,128,1
472917,7,95,1
472933,4,,2
472933,4,506,1
472997,8,130,1
473477,10,,2
473477,7,,2
473513,9,508,1
473773,5,31,0
474173,10,,2
474173,1,41,1
474269,2,265,1
474317,6,261,1
474477,4,285,1
474509,4,282,1
474705,7,29,1
474745,5,30,0
474749,1,,2
474749,3,117,1
474829,10,,2
474829,5,,2
474853,6,,2
474881,7,35,0
474961,5,30,1
475073,7,31,1
475129,7,30,1
475177,3,61,1
475177,4,28,1
475213,9,691,1
475213,2,585,0
475249,9,37,0
475265,4,37,1
475325,5,,2
475325,1,113,1
475325,6,50,1
475325,8,46,1
475325,4,42,1
475337,3,111,1
475337,10,36,1
475361,6,30,1
475521,10,33,1
475521,9,32,1
475521,7,30,1
475581,5,,2
475605,6,,2
475633,7,,2
475661,7,110,1
475661,4,35,0
475733,9,,2
476093,9,1492,1
476093,3,1345,1
476093,5,1324,1
476093,6,1293,1
476093,5,1215,1
476093,2,1514,0
476093,3,1015,0
476157,8,43,1
476409,9,36,1
476953,8,,2
476953,8,160,1
477349,9,35,0
477361,3,899,1
477361,10,170,1
477725,7,837,1
477725,31,550,1
477769,1,28,1
477785,2,1020,1
477785,1,469,1
477785,8,240,1
477865,10,,2
477865,10,982,1
479273,32,715,1
479273,9,317,1
479793,10,,2
479793,7,367,1
479793,9,118,1
479793,9,386,0
479865,6,350,1
480265,10,563,1
480265,10,387,1
480265,6,100,1
480265,10,464,0
480425,10,,2
480425,9,598,1
480425,2,461,1
480585,5,296,1
480585,9,299,0
480585,3,179,0
480585,9,163,0
480665,5,,2
480665,2,294,1
480761,3,,2
480865,2,58,1
481249,8,129,1
481249,8,48,1
481269,1,26,0
481589,5,29,1
481673,7,,2
481673,7,85,1
482089,8,,2
482089,10,506,0
482089,5,68,0
482349,5,,2
482517,14,649,0
482717,5,140,1
482797,10,,2
482893,6,33,1
482893,4,28,1
483037,6,,2
483037,10,1740,1
483117,10,,2
483357,6,395,1
483357,3,365,1
483357,9,35,0
483465,9,389,1
483825,9,,2
484861,7,,2
484861,1,536,0
484901,5,33,1
484925,6,,2
485285,10,109,1
485345,1,47,1
485345,8,1099,0
485553,4,,2
485553,10,219,0
485577,1,37,1
485673,8,92,1
485673,3,78,1
485689,4,,2
485689,5,79,1
485729,5,99,1
485937,4,460,1
485937,4,37,1
486017,20,,2
486017,8,385,0
486237,5,1833,1
486237,9,423,1
486245,1,,2
487253,7,35,1
487473,5,987,1
487473,2,375,1
487521,12,841,1
487885,7,,2
487885,7,474,1
487989,13,315,1
488389,10,,2
488389,10,107,1
488389,7,82,1
488629,20,,2
488629,7,,2
488629,3,,2
488669,1,322,1
488669,10,102,1
488749,10,,2
488749,8,,2
488749,15,120,1
488749,9,96,0
489037,2,,2
489277,5,153,1
489361,7,,2
489441,2,,2
489441,6,2511,0
489465,3,849,1
489689,7,,2
489913,7,,2
490297,8,,2
490465,6,224,1
490513,6,245,1
490913,10,398,1
490913,1,357,0
490937,3,416,1
490973,1,29,0
490993,5,,2
491029,3,317,1
491029,3,223,0
491045,2,56,1
491165,10,427,1
491201,3,,2
491205,1,40,1
491205,3,39,0
491621,8,850,1
491621,5,54,1
491725,2,41,1
491901,4,,2
492093,4,653,1
492289,7,,2
492321,4,36,1
492401,4,336,1
492401,7,666,0
492433,8,,2
492453,5,332,0
492461,1,325,1
492501,10,125,0
492557,2,1843,1
492573,4,237,1
492573,8,134,1
492893,40,,2
492893,10,159,1
492933,1,,2
492933,8,,2
492933,7,109,1
493013,10,,2
493205,8,,2
493253,3,99,1
493433,5,30,1
493461,7,600,0
493469,1,,2
493469,10,27,1
493469,4,55,0
494369,9,651,0
494473,13,648,1
494977,3,33,1
495097,2,,2
495097,3,156,1
495177,10,154,1
495297,3,829,0
495617,10,2767,1
495621,1,,2
495741,10,465,1
495745,1,133,1
495829,7,157,1
495901,2,108,0
495933,8,483,1
495933,1,70,1
495933,3,67,1
495957,6,61,1
495965,2,482,1
496085,3,696,1
496085,10,177,0
496181,8,570,1
496197,1,88,1
496437,10,144,1
496509,9,169,1
496585,1,32,1
496657,6,848,1
496777,10,859,1
496781,1,36,1
496817,9,38,1
496857,5,33,1
496865,2,626,0
496877,1,,2
497037,20,,2
497037,3,,2
497037,1,67,1
497037,7,56,1
497037,3,76,0
497193,3,99,0
497241,6,96,1
497401,10,44,1
497625,8,358,1
498009,8,35,0
498041,8,364,1
498041,7,134,0
498125,3,36,1
498221,4,2170,1
498277,7,,2
498417,7,99,1
498497,4,,2
498637,1,409,1
498677,5,406,1
498709,4,36,0
498965,8,171,0
499077,14,165,1
499133,2,40,0
499181,3,270,1
499181,4,136,1
499261,10,267,1
499289,1,142,1
499329,2,,2
499329,10,168,1
499329,2,136,1
499433,13,157,1
499793,9,315,1
499921,8,253,1
500113,8,,2
500269,13,300,1
500269,4,89,0
500381,2,,2
500701,8,59,1
500753,1,277,1
500753,3,130,1
500817,8,117,1
500857,2,442,1
500921,8,422,0
500993,6,760,1
501057,8,734,1
501085,1,,2
501093,2,151,1
501453,6,368,0
501453,2,38,0
502445,8,109,0
502469,2,105,1
502493,3,101,1
502709,9,213,0
502733,2,35,1
502749,2,,2
502821,3,39,0
502885,8,93,0
502901,2,90,1
502917,1,50,0
502989,6,,2
502989,7,,2
502989,10,228,1
503001,1,,2
503001,9,482,1
503001,14,225,0
503041,1,,2
503041,7,1705,1
503041,9,45,1
503041,8,453,0
503329,6,601,0
503329,12,455,0
503449,3,39,1
503689,4,1262,1
503689,10,449,1
503777,2,31,1
503837,3,,2
503837,5,45,0
504093,8,1618,1
504233,7,,2
504249,2,109,0
504345,4,,2
504417,9,372,1
504457,2,113,0
504849,49,108,1
504909,5,34,1
504949,10,1199,1
505029,10,,2
505029,30,,2
505101,6,,2
505185,3,324,1
505257,9,64,1
505289,8,,2
505289,8,58,1
505289,3,63,0
505385,4,,2
505449,4,165,1
505449,2,27,1
505449,5,56,0
505461,3,278,1
505477,4,66,1
505521,11,178,1
505629,3,164,0
505661,4,185,0
505829,6,457,1
505889,3,,2
505889,4,461,1
505905,2,475,0
506065,2,,2
506129,8,433,1
506177,4,455,1
506189,3,71,0
506261,6,,2
506297,9,33,0
506417,6,,2
506417,8,122,1
506497,10,,2
506529,2,90,1
506561,4,187,1
506561,5,78,0
506609,4,,2
506641,8,315,1
506641,5,137,1
506921,10,132,0
506993,9,121,1
507121,8,,2
507121,9,120,1
507337,9,30,1
507481,6,,2
507481,7,139,1
507481,9,131,1
507481,1,59,1
507649,6,33,1
507673,6,418,1
509297,7,,2
509297,10,27,1
509333,9,251,1
509693,10,27,1
509749,7,294,0
509777,7,43,1
510065,9,126,1
510785,9,173,1
511073,9,40,1
511201,8,,2
511281,10,,2
511477,7,105,0
511501,2,101,1
511501,1,1112,0
511557,7,98,1
511589,8,992,0
511625,3,,2
511733,9,589,0
511805,3,33,1
512253,8,,2
512397,6,1011,1
512481,3,268,1
512705,14,127,1
512705,8,251,0
512957,3,50,1
513125,7,30,1
513157,4,37,0
513177,5,,2
513177,6,34,0
513369,3,27,1
513373,1,,2
513565,6,,2
513661,8,109,1
513709,2,105,1
514029,5,132,1
514029,9,54,1
514029,3,36,1
514497,9,63,1
514881,6,,2
514945,2,158,0
515089,3,,2
515409,4,31,0
515553,9,1810,1
515553,5,305,1
515985,9,737,0
516065,10,,2
516077,3,83,0
516197,10,74,1
516293,4,41,1
516297,1,85,0
516489,16,81,1
516649,4,68,1
516769,30,,2
516769,2,67,0
516949,5,191,0
517013,8,237,1
517037,6,,2
517049,3,234,1
517049,11,214,1
517097,6,200,1
517097,9,56,1
517121,2,194,1
517129,2,643,0
517177,6,,2
517177,5,192,0
517225,6,281,1
517225,6,47,1
517561,7,,2
517561,9,127,1
517921,10,43,1
518081,10,,2
518081,4,,2
518081,6,242,0
518185,2,422,1
518185,13,114,1
518185,7,216,0
518505,10,38,0
518565,3,,2
518565,10,816,1
518565,9,54,1
518613,6,81,1
518613,6,66,1
518757,18,73,0
518757,5,27,0
518997,20,,2
519097,5,,2
519097,8,,2
519097,10,155,1
519097,4,137,1
519097,5,513,0
519097,6,387,0
519161,8,,2
519221,5,,2
519221,7,121,1
519221,8,108,1
519249,7,80,1
519265,4,112,1
519345,10,41,0
519473,8,454,1
519473,24,152,1
519545,9,232,1
519665,6,77,1
519785,6,63,1
519929,3,97,1
520009,10,,2
520009,9,95,1
520361,8,71,0
520433,6,,2
520433,15,62,0
520793,9,,2
520793,3,121,1
520849,7,301,1
520849,10,275,0
521057,4,126,1
521177,15,120,1
521465,8,,2
521465,6,,2
521465,3,,2
521465,1,,2
521465,1,50,1
521617,2,,2
521681,4,35,0
521841,10,,2
521841,1,32,0
521905,8,112,1
521929,6,286,1
522009,10,,2
522045,3,178,0
522061,2,228,0
522157,3,147,1
522241,7,139,0
522261,5,174,1
522261,6,41,1
522261,9,75,0
522277,2,74,1
522405,8,53,0
522517,4,,2
522517,9,805,1
522517,2,222,1
522589,6,77,0
522597,2,106,1
522597,9,58,1
522669,6,58,0
522729,3,392,1
522825,8,351,0
522865,1,,2
522865,7,547,1
522865,4,209,1
522865,10,449,0
523021,3,152,0
523213,4,159,0
523285,9,135,1
523285,3,44,1
523573,6,,2
523573,9,152,1
523573,10,48,1
523573,1,237,0
523573,1,39,0
523605,8,236,1
523825,5,,2
523825,2,375,1
523825,3,34,1
524105,5,463,0
524105,5,448,0
524125,1,52,1
524189,8,29,1
524309,6,243,1
524309,1,97,1
524309,3,26,1
524333,6,167,0
524345,3,,2
524345,10,227,1
524345,13,117,0
524513,6,,2
524573,5,231,0
524589,4,,2
524589,2,58,0
524609,5,,2
524609,10,,2
524609,4,213,0
524609,29,102,0
524669,5,883,0
525049,5,42,0
525849,8,513,0
525897,4,247,0
525953,7,245,0
526033,10,,2
526969,9,38,1
527389,7,,2
527389,5,2046,1
527389,9,564,1
527389,3,35,1
528061,7,214,1
528425,7,,2
528425,2,47,1
528425,1,31,1
528425,3,276,0
528705,5,,2
528745,10,,2
528745,4,,2
528745,8,,2
528745,7,1976,1
528745,4,331,1
528745,6,32,1
529017,34,1960,1
529269,7,111,0
529761,41,97,0
530221,5,135,1
530221,10,40,1
530293,9,131,0
530373,10,454,0
530597,8,36,0
530637,10,193,1
530637,7,797,0
530717,10,,2
530717,8,185,1
530885,6,26,1
530969,7,,2
530981,3,46,0
531077,2,237,1
531117,5,234,1
531117,3,226,1
531177,3,36,1
532041,8,52,1
532121,10,,2
532121,6,595,1
532169,6,,2
532169,8,,2
532169,7,2380,1
533345,21,2311,1
533345,31,450,0
533345,8,57,0
533417,9,,2
533697,10,41,1
533857,10,,2
533857,8,99,1
533857,5,257,0
533929,9,,2
533929,5,250,1
533929,14,154,1
533929,2,97,1
534325,9,329,1
534405,20,,2
534445,10,,2
534493,2,214,1
534605,7,158,1
534605,8,38,1
534685,5,46,1
534757,2,,2
534757,1,224,1
534797,10,,2
534797,11,204,1
535237,10,36,1
535669,9,595,0
535669,10,164,0
536101,9,99,1
536209,9,96,0
536233,2,92,1
536473,10,,2
536473,2,,2
536497,6,76,0
536569,2,,2
536569,9,52,1
536577,2,,2
536577,2,59,0
536597,1,49,0
536605,1,3222,1
536893,9,527,1
536893,1,40,1
536893,9,54,0
536973,10,,2
536973,12,221,1
537801,9,73,1
537849,6,70,1
538113,6,154,0
538137,2,35,1
538281,9,,2
538461,9,,2
538461,8,245,1
539021,10,,2
539021,10,559,1
539381,9,162,0
539577,7,,2
540189,9,232,1
540525,7,,2
540525,1,,2
540525,6,,2
540525,5,64,1
541005,8,176,1
541033,7,80,1
541093,3,73,1
541561,9,187,0
541585,6,661,1
541809,28,169,0
541821,3,,2
541821,3,27,1
541821,2,32,0
541901,10,,2
541981,5,,2
542037,2,,2
542037,8,,2
542037,5,85,1
542037,7,146,0
542037,10,70,0
542137,5,,2
542157,5,1150,1
542229,6,40,1
542269,5,53,1
542293,3,,2
542293,9,34,1
542293,10,152,0
542293,7,112,0
542329,3,38,1
542681,8,,2
542681,10,,2
542681,2,350,1
542681,6,100,1
542681,2,404,0
542689,2,100,1
542689,3,88,0
542865,4,98,1
542865,2,88,1
542897,8,,2
543041,4,,2
543057,2,,2
543057,3,84,1
543105,6,68,0
543117,1,,2
543801,9,,2
543969,3,274,1
544089,3,396,1
544089,1,364,0
544101,3,380,1
544117,4,251,1
544117,8,306,0
544381,6,,2
544397,4,233,0
544517,10,,2
544517,14,128,1
544533,4,3406,1
544677,9,30,0
544789,7,,2
544869,10,178,1
545085,6,,2
545085,4,335,1
545085,4,310,1
545169,7,,2
545169,2,309,1
545169,2,287,1
545465,37,286,1
545465,36,279,1
545465,30,278,1
545657,4,,2
545657,1,362,1
545857,5,73,1
545985,8,,2
545985,5,,2
545985,9,125,1
545985,5,71,1
546081,6,1708,1
546105,3,217,1
546109,1,267,1
546405,37,165,1
546917,8,1655,1
547301,4,,2
547301,9,,2
547301,8,1705,1
547301,7,37,1
547821,10,,2
547849,1,321,1
547909,3,31,1
547921,3,,2
548281,10,41,1
548489,2,695,0
548513,1,,2
548553,10,89,1
548649,4,264,1
548705,2,101,1
548705,1,76,0
548705,10,60,0
548733,7,71,0
548733,5,67,0
548813,5,47,1
548829,4,36,1
548877,1,,2
549101,4,211,1
549101,2,70,1
549181,10,,2
549181,14,119,0
549181,2,43,0
549437,8,370,1
549437,6,568,0
549473,3,39,1
549485,3,43,1
549869,8,,2
550065,7,,2
550145,5,,2
550153,2,,2
550729,8,37,1
550945,9,,2
551001,7,94,1
551001,8,88,1
551033,8,36,1
551153,3,,2
551225,9,172,0
552305,9,572,0
552377,6,54,0
552381,1,,2
552425,11,208,0
552465,2,217,0
552705,30,,2
553265,7,748,1
553425,8,,2
553505,4,290,1
553529,3,315,1
553565,9,32,1
553685,10,38,0
554101,8,40,1
554261,8,,2
554313,1,,2
554353,5,400,1
554793,10,,2
554793,1,132,1
557097,48,205,1
557097,6,196,1
557433,7,142,1
557609,4,422,0
557921,6,172,1
557961,10,34,1
558001,10,,2
558057,2,219,1
558105,4,26,1
558177,9,,2
558225,6,91,1
558225,7,87,1
558369,4,30,1
558405,9,241,0
558525,10,33,1
558565,1,264,1
558565,48,219,1
558725,40,,2
559033,7,,2
559081,4,35,0
559261,9,34,0
559333,9,133,1
559513,3,,2
559513,7,224,0
559593,10,,2
559593,28,216,1
560061,9,189,0
560301,30,,2
560409,3,,2
560445,9,98,1
560589,4,32,1
560661,6,219,1
560661,3,41,1
560917,32,214,1
561533,7,,2
561601,1,26,1
561841,10,36,0
562513,7,185,1
562633,6,90,1
562641,2,90,1
562641,3,68,1
562653,3,,2
562877,7,60,1
564501,7,52,0
564501,9,39,0
564621,6,36,1
564933,3,35,1
565133,5,53,1
565261,8,40,1
565285,6,53,0
565349,8,36,0
565381,2,650,1
565741,9,,2
565741,3,,2
565741,10,42,1
565741,2,58,0
565741,6,42,0
565853,4,2741,1
565889,9,1385,1
565969,4,152,1
565969,10,128,1
566033,8,679,1
566033,9,51,1
566053,1,,2
566077,3,160,0
566253,44,103,1
567373,8,42,1
567445,9,,2
567445,7,,2
567445,1,,2
567445,6,67,1
567565,10,,2
567565,7,1059,1
567565,31,554,1
567565,8,64,1
567565,31,837,0
567565,10,84,0
567565,5,64,0
567853,8,896,1
567853,6,124,1
568109,8,,2
568325,9,40,0
568405,4,323,0
568533,4,43,0
568617,7,87,0
568977,5,43,1
570417,10,150,0
570489,3,,2
570777,4,,2
570841,2,30,0
571241,10,31,1
571493,9,32,1
571669,4,,2
571705,9,76,1
571801,2,69,1
571801,8,35,1
571801,7,287,0
571857,7,549,1
573081,9,,2
573465,6,71,1
573681,6,42,1
574185,6,25,0
574325,7,,2
574757,9,148,1
574757,4,684,0
574817,1,39,1
575097,10,62,1
575117,5,79,0
575133,4,,2
575133,4,,2
575385,3,39,1
575593,2,58,1
575617,3,,2
575697,2,,2
575753,2,310,1
576117,7,40,1
576669,6,30,1
578469,9,2049,1
578469,7,1888,0
578581,4,,2
578801,5,369,1
578981,5,551,1
579197,6,131,0
579557,10,32,1
579749,8,,2
580101,8,,2
580773,6,205,1
580793,5,372,1
580793,4,28,0
580825,2,79,1
580825,6,45,1
580825,2,41,1
580873,1,53,1
580897,2,44,0
580977,2,28,1
581201,8,114,1
581713,8,,2
581833,10,,2
581993,4,670,0
581993,7,32,0
582537,8,176,1
582545,1,33,0
583057,8,,2
583057,2,33,1
583089,2,642,1
583217,8,898,1
583265,3,32,0
583345,2,1619,1
583945,50,,2
583945,9,43,1
583945,9,1651,0
584113,3,187,1
584485,31,156,1
584893,3,88,0
585293,4,36,1
585453,5,,2
586493,10,,2
586493,7,129,0
586509,4,126,1
586509,7,126,1
586549,1,203,0
586697,37,199,1
586769,1,755,1
586857,2,26,0
587217,9,,2
587237,5,,2
587237,5,,2
587405,7,,2
587405,5,,2
587405,6,40,1
587549,3,73,1
587581,1,34,1
587741,4,32,1
587813,9,34,0
587829,1,118,1
587869,10,202,1
588189,40,,2
588261,3,651,0
588281,5,38,1
588305,6,35,1
588905,10,568,1
589417,4,583,0
589465,6,,2
589513,6,740,1
589565,1,31,1
590245,10,326,1
590305,1,132,1
590401,4,39,1
590441,10,29,0
591113,4,,2
591353,10,591,1
591521,7,,2
591521,5,68,1
591593,9,297,0
591665,1,,2
592113,4,1461,1
592593,10,388,1
592753,4,31,0
592777,3,,2
592785,1,34,1
594505,10,,2
594505,9,,2
594529,2,,2
594529,9,60,1
595145,7,42,1
595161,2,,2
595381,5,90,1
595437,1,42,0
595817,5,31,0
595961,3,,2
596033,9,,2
596249,6,92,1
596249,10,67,1
596261,3,66,1
596261,10,66,0
596317,7,66,1
596317,2,35,1
596509,2,,2
596689,3,326,0
596721,8,457,0
597045,9,137,0
597177,1,34,1
597233,1,,2
597257,2,,2
598001,6,358,1
598161,4,44,0
598529,4,614,0
598617,11,610,0
598797,9,168,1
599121,3,215,1
599401,10,104,1
599401,9,34,0
599437,9,135,0
599597,8,41,0
599789,6,169,1
599885,1,43,1
600021,1,39,1
600061,5,,2
600109,2,,2
600229,10,51,0
600709,30,,2
601109,10,242,1
601421,6,44,1
601421,10,57,0
601889,9,775,1
601909,1,190,1
601909,4,30,1
602221,6,38,0
602501,7,621,0
602821,10,49,1
602833,3,34,1
602961,8,524,0
603213,7,,2
603501,36,176,1
603585,1,,2
604033,4,,2
604193,10,,2
604201,1,31,1
604277,1,34,0
604437,1,32,0
604581,6,42,1
604581,6,119,0
604629,4,285,1
604853,28,249,0
605021,7,,2
605069,4,49,1
605169,5,,2
605337,6,,2
605857,10,48,1
605909,1,47,1
605909,9,789,0
605909,4,275,0
606197,6,392,1
606197,1,54,0
606453,4,253,1
606525,9,35,1
607045,10,31,0
607141,6,,2
607477,42,198,0
608237,5,,2
608285,2,32,1
608725,5,,2
609333,8,,2
609581,2,136,1
609581,6,71,1
609581,2,69,1
609581,2,72,0
609701,5,1615,1
609701,2,40,1
609961,5,455,1
609961,3,236,1
609985,1,36,1
610069,7,,2
610509,5,157,0
610701,24,142,1
610725,2,,2
610765,10,,2
610765,2,402,1
610781,2,37,1
610785,1,,2
611105,10,,2
611105,7,1531,1
611105,8,77,0
611129,1,,2
611425,37,187,1
611449,6,,2
611481,4,695,0
611881,50,,2
611929,2,45,0
612193,6,,2
612353,4,36,1
612433,4,33,1
612673,6,,2
614161,6,183,1
614481,40,,2
615185,8,,2
615217,1,,2
615217,3,69,1
615217,6,157,0
615913,6,,2
616105,8,99,0
616129,3,,2
616129,9,365,0
616337,4,57,1
616377,2,39,1
617061,9,31,1
617493,6,333,0
617637,6,,2
617829,6,741,1
617957,8,,2
618137,45,131,0
618257,6,,2
618297,5,30,1
618489,8,257,1
618489,6,248,0
619425,9,248,1
619445,5,,2
619485,10,32,0
619489,1,631,1
619513,6,34,1
619553,5,255,0
620021,39,186,1
620081,3,284,1
620201,30,2440,0
620201,10,50,0
620201,3,38,0
620481,7,,2
620697,2,232,1
620937,10,38,1
621217,10,,2
621217,6,,2
621217,9,206,1
621217,5,168,1
621217,2,140,1
621529,6,30,1
622069,9,1477,0
622277,4,,2
622357,1,,2
622373,1,113,1
622373,7,61,1
622397,6,,2
622401,1,56,0
622569,7,351,1
622569,2,29,1
623049,10,155,1
624489,10,,2
624681,8,1133,1
624697,4,837,0
624705,2,821,1
624865,10,,2
624865,10,,2
624865,1,41,1
624881,1,,2
625097,6,38,1
625565,9,,2
625645,2,,2
625981,7,228,1
626061,5,,2
626157,1,26,1
626445,8,,2
626445,1,,2
626445,9,137,1
626445,5,59,1
626525,10,259,1
626525,14,177,0
626621,2,138,1
626749,4,38,1
626765,2,667,1
626861,8,45,0
627037,4,,2
627053,2,,2
627053,3,,2
627053,10,,2
627053,7,71,1
627245,4,41,1
627249,1,87,1
627249,9,75,1
627249,6,64,1
627253,1,86,1
627253,2,85,1
627349,2,39,0
627557,4,40,0
627757,10,,2
627801,1,39,1
627937,1,542,1
627977,10,,2
628009,8,,2
628249,6,509,0
628609,15,502,1
628729,10,42,1
628809,10,41,1
628989,5,,2
629029,5,316,1
629053,6,,2
629065,3,40,1
629065,36,289,0
629105,10,478,1
629113,2,414,0
629129,2,393,1
629249,30,,2
629537,36,322,1
629861,9,27,1
630001,5,,2
630201,10,2822,1
630213,3,2484,1
630333,1,262,0
630413,10,,2
630413,5,253,0
630437,3,30,1
630449,3,30,0
630521,6,35,1
630549,7,37,1
630613,8,,2
630645,4,,2
630645,8,52,1
630645,3,150,0
630645,8,37,0
630685,5,34,0
630757,6,,2
630805,6,32,1
630925,6,36,1
630965,5,39,0
631245,10,28,0
631257,1,,2
631257,9,1329,1
631257,5,53,1
631257,2,209,0
631297,10,34,1
631297,6,27,1
631417,10,41,1
631417,3,35,0
631449,4,,2
631593,3,,2
631677,3,,2
631677,5,176,1
631785,1,399,1
631785,10,62,1
631785,8,34,1
631809,3,33,1
631949,5,,2
631989,10,,2
631989,5,,2
631989,9,72,1
631989,9,144,0
631989,3,81,0
631989,7,52,0
631989,2,36,0
632069,10,,2
632069,2,114,0
632549,10,,2
632549,8,48,0
632557,1,127,1
632577,5,173,1
632657,10,94,1
632657,1,35,1
633297,8,1213,0
633681,4,,2
633729,2,,2
634729,10,43,1
634809,10,1003,0
634949,7,225,1
635005,7,224,1
635405,10,,2
635573,6,676,1
636053,8,,2
636069,1,48,1
636069,6,34,1
636269,10,37,0
636461,6,,2
636461,4,43,1
637469,21,219,1
637613,3,,2
637613,2,,2
637613,4,122,1
637613,6,122,0
638061,7,,2
638205,4,109,1
638685,10,,2
638865,5,29,1
638993,8,,2
639033,5,353,1
639433,10,,2
640393,5,33,1
640409,4,265,1
640413,1,32,1
640589,4,339,0
640589,10,36,0
640877,6,47,0
641437,10,298,0
641437,2,49,0
641509,9,247,1
641817,7,,2
641817,10,,2
641817,10,261,0
641865,3,35,1
641865,8,149,0
641945,10,,2
641969,2,112,1
642033,8,38,1
642353,40,,2
642461,3,,2
642557,8,100,1
642585,7,99,0
642585,6,96,0
642609,3,,2
643089,10,963,0
643361,2,,2
643361,8,194,1
643633,4,29,1
643689,2,58,0
644169,8,,2
644505,7,,2
644505,6,45,1
644569,8,,2
644665,8,152,1
644669,1,,2
644669,4,,2
644677,2,68,0
644761,3,,2
644761,8,125,0
645217,6,,2
645449,29,136,1
645561,7,86,1
645597,9,85,0
645645,4,,2
645709,8,33,1
645789,10,,2
645949,10,27,0
646749,10,,2
646877,8,56,0
648277,7,34,0
648341,8,32,1
648621,7,,2
648781,4,41,0
649173,7,,2
649173,9,627,1
649173,2,281,1
649173,6,36,1
649173,7,78,0
649653,10,,2
649813,20,,2
649813,9,153,1
649933,5,51,0
650045,4,,2
650045,7,256,1
650045,7,156,1
650045,10,106,1
650045,3,41,1
650045,3,39,1
650089,11,221,1
650089,14,112,1
650137,1,,2
650137,5,,2
650137,2,1441,1
650137,8,1438,1
650137,2,1193,1
650137,10,938,1
650137,7,1568,0
650137,8,976,0
650137,4,109,0
650257,30,,2
650257,15,807,1
650257,4,109,0
650321,4,34,0
650405,3,1145,1
650405,5,213,0
650405,8,89,0
650485,10,,2
650485,30,,2
650485,20,,2
650741,8,40,0
650901,10,,2
650901,2,,2
650901,7,345,1
650901,4,326,1
650901,1,286,0
651733,8,39,0
652069,7,,2
652069,9,404,1
652069,2,330,1
652405,7,,2
652405,5,384,1
652405,2,380,1
652405,5,308,1
652405,7,301,1
652405,6,236,0
652445,5,320,1
652445,3,299,1
652445,2,233,1
652449,1,,2
652665,6,294,1
652945,5,,2
653265,40,,2
653265,4,40,1
653665,10,110,1
653665,9,86,0
653913,31,82,0
653985,2,,2
654021,9,31,1
654309,6,,2
654525,6,,2
654885,5,221,1
654909,2,36,1
655053,4,,2
655053,2,207,1
655053,13,115,0
655053,6,99,0
655613,5,33,1
655669,2,68,1
655733,1,29,1
655953,5,51,1
656033,2,45,0
656057,2,84,0
656073,2,82,1
656073,5,81,1
656129,7,31,1
656449,10,195,1
656497,4,34,1
656525,7,37,0
656597,9,36,1
656669,9,33,0
656701,8,,2
656749,6,39,1
656773,6,,2
656917,9,37,0
656925,2,,2
656941,1,,2
656965,2,34,1
656997,2,26,0
657013,1,,2
657053,10,36,0
657077,6,33,0
657137,5,,2
657137,1,,2
657137,3,,2
657137,6,92,1
657145,2,,2
657145,3,66,1
657149,1,,2
657149,9,37,1
657149,10,31,0
657181,8,68,1
657221,10,47,1
657229,2,37,1
657245,2,776,1
657245,8,590,1
657261,4,32,1
657373,7,116,1
657397,6,30,1
658165,8,1914,0
658325,8,34,1
659165,10,,2
659165,6,112,1
660285,8,,2
660525,10,42,0
661133,8,34,0
661265,3,104,1
661281,2,99,1
661281,9,97,1
661721,5,45,1
661733,1,,2
662657,7,35,1
662745,2,1715,0
663369,6,76,1
663369,9,483,0
663369,6,28,0
663721,8,36,1
663721,9,61,0
663721,7,39,0
663921,10,316,1
663953,2,30,1
663985,8,28,0
664001,2,,2
664001,8,861,1
664001,9,345,1
664001,1,43,1
664721,10,39,0
664781,3,127,1
664865,7,,2
665217,4,396,0
665709,3,36,1
665805,6,,2
665925,10,,2
665925,3,,2
665925,16,3487,1
665925,3,272,1
666093,3,233,1
666093,8,35,1
666093,7,34,1
666093,48,1602,0
666157,1,1164,1
666877,9,,2
666877,5,799,1
666877,9,228,1
668905,39,210,1
669185,7,25,0
669345,2,84,1
669385,5,81,1
670465,10,56,0
670477,3,,2
670477,4,71,1
670477,3,98,0
670481,1,54,0
670661,3,,2
670677,2,88,1
671157,10,96,0
671181,6,89,1
671361,9,38,0
671841,10,43,1
672057,6,49,1
672081,6,678,1
672361,10,,2
672361,4,110,1
672361,1,260,0
672361,4,57,0
672577,9,228,1
672997,15,211,1
673053,7,93,1
673469,8,,2
673469,10,203,1
673549,4,215,0
673553,1,48,0
673693,5,41,1
673765,2,,2
673897,1,108,1
674057,8,43,1
674105,6,335,1
674105,9,318,1
674489,8,,2
674957,9,,2
674957,1,291,1
674957,10,124,1
675377,5,34,0
675461,1,,2
675605,2,520,1
676073,9,91,1
676141,17,89,0
676589,4,85,1
676657,17,82,1
676801,9,41,1
677485,9,425,0
677629,3,1509,1
677629,10,366,1
